,PC1,PC2
0,213.4717,-43.454765
1,218.70024,7.7881274
2,55.72585,-16.64796
3,-159.71648,-14.528977
4,-57.022533,-31.735218
5,-102.30125,26.36843
6,-343.42667,35.791683
7,-25.144875,25.720282
8,-286.66287,-21.27152
9,-45.251755,-12.117834
10,202.378,9.855513
11,-78.50682,18.304285
12,-84.54386,-23.231926
13,-58.15939,-35.67241
14,-61.752644,23.003105
15,-90.70081,-5.4348946
16,-91.41362,-23.183836
17,-11.480755,8.916113
18,71.70062,51.616863
19,25.530352,16.857685
20,49.021,-44.95704
21,-225.7168,39.00151
22,126.43315,-23.779657
23,-15.932474,6.0800905
24,104.55173,-46.081257
25,48.13802,-14.808009
26,108.10023,10.296609
27,75.91192,-43.995987
28,253.96922,10.572934
29,18.955494,-15.500854
30,55.34991,-8.710086
31,347.66736,-31.00052
32,24.113592,27.416822
33,-536.46387,9.8822775
34,-83.65981,4.608349
35,61.86301,8.240702
36,-183.25456,-5.193032
37,182.61943,24.131432
38,-141.47609,-16.094324
39,-100.96361,-63.88273
40,-29.284332,-1.1927385
41,-41.05987,-49.403454
42,-381.558,-13.786767
43,-237.74838,-22.137072
44,15.811523,-6.299931
45,83.70693,35.495327
46,-199.32164,-12.125764
47,96.82668,-6.9636164
48,-171.86803,-32.551163
49,-150.90878,-19.164494
50,337.89688,15.388446
51,43.389774,2.2283118
52,35.56312,-40.333344
53,-331.1452,-30.7712
54,-202.76634,0.49377093
55,-131.8448,26.899635
56,-18.558256,6.692767
57,611.0136,2.545176
58,-25.226183,17.288195
59,74.062996,-9.060393
60,-104.491425,-6.874692
61,368.57037,32.388096
62,-24.175045,31.969759
63,115.74276,-52.676464
64,-38.63727,-39.18269
65,-127.42274,16.460215
66,-154.78278,5.058634
67,92.15908,-21.473644
68,21.247229,-11.639928
69,83.89094,-0.13119563
70,9.043025,-17.857546
71,162.77547,-11.144733
72,113.68201,8.551963
73,-26.558609,8.990241
74,17.618818,39.14641
75,-29.697098,15.911947
76,228.9979,-16.318172
77,159.61533,-33.661575
78,-22.740973,-30.218079
79,14.834498,9.5238085
80,79.36202,-38.281876
81,-73.967865,57.455917
82,-53.110226,-45.005177
83,494.48914,63.66605
84,3.8780613,35.52723
85,371.14056,49.44399
86,-13.275616,17.51021
87,-292.46353,20.49102
88,92.579285,-31.287645
89,-74.8332,-33.806858
90,153.27475,2.0991366
91,-59.081997,46.193142
92,86.7433,27.29633
93,55.10824,-17.791641
94,-184.04556,28.64604
95,3.5100937,-25.637953
96,44.783073,-2.8219142
97,-45.33964,9.84353
98,-7.425029,34.868164
99,-399.52725,-44.078117
100,218.59229,6.1943216
101,103.61858,17.453207
102,52.866325,26.692362
103,46.984516,32.293793
104,-48.607754,-0.9684058
105,207.43637,-7.1784763
106,93.21727,34.316902
107,138.90587,-33.41898
108,185.89932,15.830308
109,-136.30583,43.87058
110,-153.02448,-61.906273
111,-161.15553,-49.765533
112,13.859969,-12.694961
113,26.7399,-3.5778065
114,135.06253,15.735093
115,-12.9772415,51.178318
116,202.19337,-49.87887
117,-80.504395,24.488874
118,-76.78904,-30.647648
119,-35.962357,-67.866356
120,128.01053,-21.329824
121,92.21149,-70.68405
122,71.1486,-25.222652
123,-147.51869,57.852608
124,-310.95468,42.996685
125,272.54544,13.383482
126,-14.733269,52.715538
127,159.24446,-40.228382
128,55.712173,-45.465412
129,145.14734,41.532032
130,380.89658,-13.957558
131,-137.0072,13.961942
132,-10.07427,-94.11617
133,8.824475,-20.449581
134,20.706661,-33.777054
135,-37.95166,-34.85209
136,-86.383736,-14.9422
137,-100.25809,0.7419335
138,199.79213,58.502148
139,-45.842545,-16.909101
140,102.116455,-27.37076
141,164.37575,4.9505234
142,-172.85977,76.74393
143,-192.31216,19.607162
144,453.84778,-47.641617
145,246.11574,-12.332095
146,14.401919,-63.500534
147,-152.35364,2.0477264
148,-83.31349,-3.106156
149,-66.53524,-40.333794
150,-97.060455,16.722412
151,74.69669,-7.706896
152,-336.76266,-31.749136
153,-68.80357,-15.709186
154,-52.574986,-49.766293
155,36.489933,41.88552
156,-156.4417,16.823782
157,-173.13272,-44.744774
158,-271.36642,14.788911
159,-36.19724,25.644981
160,-47.780148,15.846852
161,-311.7605,34.181114
162,-85.475945,-40.90157
163,240.6846,22.457771
164,165.06415,-4.8216133
165,-111.70758,16.453913
166,49.239777,37.93492
167,-18.92212,-39.168118
168,100.77745,-30.244526
169,-50.677402,3.7525659
170,-2.7626278,-34.34836
171,-18.083593,-1.8840882
172,-81.288506,-28.083923
173,-151.76854,3.9759035
174,127.46018,46.213577
175,177.82437,-27.560167
176,-29.299368,16.618118
177,-133.34888,-14.84879
178,-257.55692,25.047915
179,-13.454836,-8.901292
180,14.900079,-73.34935
181,229.44191,58.272038
182,-356.3972,-16.715864
183,-265.109,-16.992485
184,-13.011457,-16.276411
185,-57.87249,63.704567
186,-53.907364,-33.64907
187,258.4739,25.094624
188,47.30964,-9.905764
189,-327.20505,-28.950043
190,-66.30188,58.91305
191,21.697407,-23.61088
192,62.126656,43.57633
193,-155.47046,-26.325733
194,-203.99904,-8.912969
195,-68.596596,18.092978
196,-21.743292,-44.639748
197,67.397415,-12.772613
198,75.04032,2.512822
199,-183.47252,-2.468762
200,-115.97489,95.02042
201,231.47711,-21.490559
202,1.2951597,25.395702
203,148.57442,4.1617146
204,72.2121,18.343487
205,-100.27532,26.562805
206,173.38809,43.12742
207,90.631714,25.561016
208,-165.90483,-27.380426
209,182.71506,-26.71404
210,265.91333,-46.17284
211,-90.90147,-12.489624
212,-14.81245,-2.374139
213,145.84259,74.90138
214,203.01205,-58.66529
215,146.73656,-34.225903
216,-18.8321,73.3828
217,-3.220253,-16.28401
218,-53.707237,8.570169
219,1.7895215,37.236095
220,54.30351,50.609337
221,13.208606,-44.05201
222,-45.616375,-74.95192
223,-153.42148,-36.659878
224,148.51169,30.427145
225,97.84911,-26.7833
226,74.37789,-18.31114
227,153.30551,-12.590697
228,-95.51608,16.831205
229,-224.14049,78.84193
230,-333.73004,6.384853
231,68.464615,-2.1031492
232,-353.24493,23.695967
233,-177.20546,-16.272108
234,-41.674023,16.828842
235,31.718327,7.7711043
236,-135.19943,21.862709
237,137.25305,28.53301
238,-110.21943,-19.62147
239,277.2129,2.206715
240,-51.666466,5.3394547
241,-20.042397,-51.52525
242,-24.980627,56.05378
243,-56.582806,33.866234
244,-21.16901,5.4238377
245,-168.39334,-19.975857
246,-53.61607,-40.767227
247,-116.13386,-52.917084
248,386.45575,-18.560366
249,215.62013,66.47656
250,106.40375,59.55447
251,-36.586838,-30.392286
252,-224.98695,-9.297556
253,-12.749589,-60.78209
254,31.866753,-25.362709
255,-86.97039,-64.42299
256,-176.53853,-30.179493
257,57.58422,-33.2786
258,317.54974,7.4662056
259,42.463516,15.701051
260,-300.40634,-5.5966997
261,-353.8063,-32.238632
262,-80.410225,17.427729
263,-14.69954,43.268776
264,116.24137,18.712435
265,-187.82785,11.204371
266,1.3272691,4.741199
267,32.801228,15.705224
268,64.600945,48.634842
269,-272.31036,-18.554737
270,15.778621,-55.57146
271,-124.425644,-23.305342
272,271.8263,30.86455
273,309.89328,8.131403
274,28.536892,-19.431402
275,153.58105,28.817307
276,-96.494736,-12.568855
277,-3.9984467,8.589055
278,-36.835392,-14.174753
279,270.67307,-28.070597
280,294.215,14.326388
281,131.27106,44.820766
282,20.519949,13.210008
283,-123.50772,1.3081636
284,313.6503,24.97405
285,-269.6022,13.202548
286,14.456038,114.54099
287,134.43874,-13.062576
288,-193.11511,1.0493277
289,78.23951,-40.88877
290,92.872795,15.115718
291,-169.52946,29.306702
292,-229.65085,51.72661
293,-18.967697,-1.8907174
294,-132.36598,-35.64515
295,-53.053627,16.586857
296,61.178715,-6.953505
297,-20.689627,16.476236
298,-244.87125,-10.894259
299,-27.37845,-9.958069
300,137.88783,49.88648
301,315.17264,-32.704964
302,-110.090515,29.837069
303,-25.997463,-12.015936
304,-33.065277,8.001119
305,152.15654,-22.216145
306,-350.4409,32.210964
307,-214.40526,29.08917
308,-212.99095,-10.835872
309,-240.47818,-7.2817807
310,104.25119,-3.4389522
311,-379.11282,-6.939483
312,520.53,10.879999
313,182.53387,-66.98471
314,120.14565,-20.765139
315,-86.04969,8.870029
316,89.28585,38.824905
317,-130.46814,24.209032
318,371.9067,-26.471708
319,-61.39722,25.496101
320,-39.824444,24.468493
321,172.61847,8.862286
322,-132.39551,3.736225
323,-105.479004,5.026945
324,-30.961843,-16.481781
325,126.488785,-9.620983
326,-42.949722,-0.22778252
327,-154.87419,-8.329425
328,235.79628,-42.41663
329,-33.891895,15.590943
330,73.80771,21.090317
331,-47.876705,-3.3733757
332,-271.00592,9.220962
333,91.73918,-21.166157
334,-10.84534,27.068527
335,-76.221466,24.46827
336,-243.77711,36.169792
337,58.671616,9.5236025
338,215.40353,-41.113876
339,380.256,2.6437314
340,-212.76671,3.189786
341,-63.091522,-61.926407
342,161.07317,-37.441166
343,-150.05055,74.556175
344,72.48039,32.75534
345,-103.38089,24.489662
346,-210.3116,55.374214
347,-54.526913,69.52683
348,-52.86199,-4.9061
349,280.9947,23.734571
350,89.32485,21.46721
351,436.66647,-10.717807
352,-2.667231,59.0015
353,-151.99883,67.853004
354,-102.64557,23.094166
355,-61.20195,23.622234
356,113.04522,39.42163
357,-5.261658,13.901616
358,135.93361,-25.799105
359,111.65965,-9.285765
360,92.924515,4.3182406
361,169.57918,-20.004675
362,42.456177,-24.442163
363,-29.199896,22.675486
364,-200.40717,-68.757515
365,-207.74356,-2.5145237
366,154.08595,17.073019
367,-193.1233,74.17069
368,-127.69798,-2.4707582
369,25.1535,54.9021
370,-330.99298,9.066334
371,45.42046,61.96409
372,-53.111984,29.479553
373,-44.94205,-30.839207
374,7.630171,-6.0354614
375,-61.118267,15.961338
376,-64.783424,-56.210297
377,117.62377,-47.56575
378,59.41822,15.823899
379,-176.43715,-24.220598
380,80.79264,-24.322609
381,215.828,-7.146515
382,-29.113728,17.56238
383,16.371435,20.282063
384,14.23211,-40.018677
385,169.4558,-22.750448
386,202.62471,-36.71603
387,-142.5465,-26.824932
388,-162.03937,-24.0441
389,407.26248,53.705177
390,-18.795383,0.13976881
391,32.610264,-34.077362
392,309.09225,6.2057624
393,48.253586,3.0797598
394,-188.47574,22.813185
395,62.710556,-67.32372
396,-90.41358,-26.565207
397,166.44633,-22.890343
398,98.88514,-47.428024
399,-110.91696,-1.4430999
400,-114.82697,-16.93109
401,166.91335,-30.607666
402,123.966034,-33.377594
403,284.95483,3.549163
404,-65.62639,30.304478
405,66.4413,6.7313137
406,254.47893,7.1028423
407,-94.545586,10.822163
408,141.96437,-39.382423
409,-85.571556,35.33124
410,-104.14165,-38.33972
411,387.06363,21.288881
412,-202.11375,2.2571323
413,7.270561,51.12555
414,154.99869,44.243385
415,124.33742,-17.069332
416,-47.103565,5.2469654
417,-274.60556,-2.525618
418,-10.486045,-6.5817146
419,224.22897,-2.9459794
420,-13.569045,37.85239
421,41.48461,-21.790659
422,39.24002,20.638565
423,26.55018,16.746435
424,-65.357735,-81.517525
425,-76.73393,33.620422
426,-15.762939,3.901237
427,321.54727,-9.409165
428,-76.751816,13.626095
429,-111.06074,-36.70534
430,-9.72855,-17.233671
431,37.933716,26.842073
432,-58.953663,30.672338
433,122.917336,-10.855006
434,-63.65357,-48.29397
435,-207.51015,-39.33638
436,112.650314,38.60479
437,-128.76617,6.6060004
438,-429.22836,-16.349257
439,176.32053,19.231571
440,-145.53267,9.441342
441,-45.739147,28.228954
442,-97.87073,-34.98384
443,-117.9776,-21.460173
444,-112.859764,20.635765
445,-55.058216,-42.539345
446,-194.44519,32.07027
447,72.68888,-15.025115
448,-8.419868,5.1981597
449,-144.37416,46.124943
450,-289.86536,-76.7559
451,-85.80022,-79.934105
452,125.701836,15.483817
453,-10.024306,-12.55923
454,-188.00397,15.2937565
455,-42.96434,-8.059034
456,-45.409058,50.630386
457,15.006924,-15.689341
458,-87.00355,-42.508926
459,173.48907,9.411667
460,93.674446,22.196823
461,287.6947,-6.4600186
462,-59.969868,24.527483
463,-129.08286,43.233788
464,220.62006,12.140477
465,-41.21623,43.686684
466,-29.044136,1.7781653
467,-80.894485,-20.2803
468,-148.29593,-3.9510777
469,147.8015,12.48963
470,163.80055,-30.536757
471,202.77501,21.932112
472,-263.96762,12.487206
473,-86.04398,-20.60919
474,82.49892,32.840378
475,-181.98416,-49.74411
476,-56.38817,13.242329
477,36.787155,2.319898
478,119.80633,37.304794
479,24.52198,-31.201906
480,-82.54363,2.9518905
481,237.90999,13.389185
482,85.9305,-14.688583
483,-184.57341,18.055504
484,57.91129,75.0847
485,-24.462046,-30.216948
486,-100.548294,1.9036778
487,-94.19255,5.056105
488,131.40497,34.962257
489,-57.060005,67.25853
490,120.41709,21.248417
491,112.378654,-8.688649
492,81.90632,-2.9909942
493,157.06174,-56.574326
494,403.9011,0.0913735
495,153.61963,8.132396
496,-89.77532,-41.68814
497,-48.702827,12.544452
498,-229.11671,12.690168
499,-237.626,7.7314086
500,-101.28418,-41.71014
501,-2.8782327,53.31727
502,-62.342888,-2.01347
503,71.897194,7.523802
504,-29.623362,-8.433705
505,94.09829,4.203106
506,-107.10576,10.461929
507,253.29646,-33.266052
508,160.26431,-38.79997
509,45.86788,-37.750416
510,-31.55651,14.486885
511,-185.0739,23.416145
